"ITEMPLAN MADRE	ESTADO ITEM. MADRE	CANT. HIJOS	NOMBRE ITEM. MADRE	PROYECTO	SUBPROYECTO	PRIORIDAD	PEP1	PEP2	ORDEN DE COMPRA	SITUACION.	MONTO.	# CERT.	EECC	ENCARGADO	# CARTA	FECHA RECEPCION	# FACTURA	ESTADO FACTURA	FECHA VALIDACION"
"M-21-05-012	Certificado	2	TRABAJOS DEFINITIVOS 2 - PUENTE FORTALEZA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403590568	OC CERTIFICADA	1278.97	5033444999	LARI	AUNOR	COOREO ELSA MEDINA Y ALONSO CORNELIO	28/05/2021/	 FEVC-00004464 	EMITIDO	2021-06-09 17:24:21"
"M-21-06-019	Cancelado	1	VIA EXRESA DE CUSCO. - ADECUACION DEL PROYECTO  A LA NUEVA FORMA DE EJECUCION 	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403594167	OC ANULADA			EZENTIS	GOBIERNO REGGIONAL DEL CUSCO	CORREO DE ELSA MEDINA DEL 01-06-2021	01/06/2021/			"
"M-21-06-020	Certificado	1	PARTE 2 - TREN MACHO - HUANCAYO HUANCAVELICA OBRAS DE REUBICACION TDP	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403594212	OC CERTIFICADA	1026.34	5033445059	LARI	MTC	AMPLIACION DE IP MADRE M-21-02-007 	30/06/2021/	FEVC-00008029	EMITIDO	2021-06-09 17:24:00"
"M-21-06-021	Certificado	1	 LEVANTAMIENTO DE TRES CAMARAS - proyecto Aurelio Garcia y Garcia - CERCADO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403615923	OC CERTIFICADA	450.18	5033445109	COMFICA	INVERMET	correo Miguel Valdivia	08/06/2021/	FEVC 00007645	EMITIDO	2021-06-21 12:43:07"
"M-21-06-022	Certificado	2	CUADRANTE BELISARIO SOSA - CERCADO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403615898	OC CERTIFICADA	11729.22	5035098613	COBRA	INVERMET	CARTA 448-2021 INVERMET	08/06/2021/	FEVC-00007988	EMITIDO	2021-08-05 20:55:40"
"M-21-06-023	Certificado	1	ESTACION EL OLIVAR - E-5 y ESTACION QUILCA E-6  DE LA LINEA 2 DEL METRO DE LIMA - SEDAPAL	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403615942	OC CERTIFICADA	32184.47	5035098619	COBRA	CONSORCIO BUENAVENTURA - SEDAPAL 	CARTA 241-2021	12/07/2021/			2021-08-05 20:55:17"
"M-21-06-024	Cancelado	1	ESTACION EL OLIVAR - E5 - LINEA 2 DE METRO DE LIMA - SEDAPAL	OBRA PUBLICA	MTC	SI				SIN SOLICITUD OC	1000.00		COBRA	CONSORCIO BUENAVENTURA	Carta N° 0241 -2021-PA006-SEDAPAL-ET	30/06/2021/			"
"M-21-06-025	Certificado	1	AH CERRO EL AGUSTINO - FRENTE 2 CES DEL PERU Y SEDAPAL	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403615913	OC CERTIFICADA	1247.33	5035094617	EZENTIS	CES - SUCURSAL DEL PERU	CES-027-2021 F2 - SEDAPAL	09/06/2021/			2021-08-02 15:16:36"
"M-21-06-026	Certificado	1	AV. INDUSTRIAL y AV ENRIQUE MEIGGS CDAS 27 Y 28 	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643780	OC CERTIFICADA	17971.21	5035098652	COBRA	INVERMET	CARTA 499-2021-INVERMET GP	21/06/2021/			2021-08-05 20:54:59"
"M-21-06-027	Certificado	2	INTERCONEXION VIAL AV'S JESUS - LOS INCAS-KENEDDY Y CALLE LONDRES PAUCARPATA AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643781	OC CERTIFICADA	28250.94	5035098650	EZENTIS	MARQUISA	CARTA 007-2021-CAM-FMV	21/06/2021/			2021-08-09 14:07:57"
"M-21-06-028	Certificado	2	ALCANTARILLA EN KM 628+130 - PAIJAN TRUJILLO	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643771	OC CERTIFICADA	7379.29	5033444501	COBRA	PROVIAS MTC	CONV 0003 -2020	24/06/2021/	FEVC-00006158	EMITIDO	2021-08-02 13:27:08"
"M-21-06-029	Certificado	2	REUBICACION DE POSTE  - URB EL LUCUMO - ATE VITARTE	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643719	OC CERTIFICADA	1789.89	5035094386	LARI	MUNICIPIO DE ATE VITARTE	OFICIO N° 081-2021-MDA-GIU-SGIP- ATE	30/06/2021/			2021-08-09 14:09:42"
"M-21-07-007	Cancelado	1	NUEVAS INTERFERENCIAS OVALO MONITOR	OBRA PUBLICA	EMAPE	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643770	OC ANULADA			COBRA	EMAPE	2113-2021-EMAPE-GESO 	01/07/2021/			"
"M-21-07-008	Certificado	1	ICA - CARRETERA DEPARTAMENTAL IC-114 - TRAMO KM 292+200 HASTA KM 299+25 	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643718	OC CERTIFICADA	1400.23	5033444874	DOMINION	GOBIERNO REGIONAL DE ICA	CARTA 066-2021-GORE ICA-GRINF DEÑ 26 DE MAYO 	27/06/2021/			2021-07-15 12:50:07"
"M-21-07-009	Certificado	1	CICLOVIA AV VARELA - AV ESPAÑA - BREÑA - CERCADO DE LIMA CARTA 104-2021- MML-GMU-STNM	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403643762	OC CERTIFICADA	928.80	5035095660	COBRA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA N° 000104-2021-GMU-STNM.pdf	01/07/2021/			2021-08-09 14:10:03"
"M-21-07-010	Certificado	1	ACTUALIZACION PRESUPUESTO - AEROPUERTO DE AREQUIPA	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403650754	OC CERTIFICADA	7931.22	5033445591	DOMINION	MTC AEROPUERTO DE AREQUIPA	mtc-19-03 DE FECHA 25 DE MARZO 2021	07/07/2021/			2021-07-15 12:51:54"
"M-21-07-011	Certificado	5	ACTUALIZACION PRESUPUESTO - AEROPUERTO DE CHICLAYO 	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403650994	OC CERTIFICADA	12258.02	5033445586	COBRA	MTC AEROPUERTO CHICLAYO	OFICIO 3107-2021MTC.19.03	08/07/2021/	FEVC-00008027	EMITIDO	2021-08-02 13:26:49"
"M-21-07-012	Certificado	2	OVALO BARRANTES	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403654187	OC CERTIFICADA	20123.64	5035098653	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 379-2021 MML PGRLM-SRI DEL 21 DE JUNIO 	09/07/2021/			2021-08-21 11:05:24"
"M-21-07-013	Cerrado	1	PUENTE CHILETE-Definitivo	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403657016	OC CREADA	1000.00		COBRA	Provias MTC	Sin carta	13/07/2021/	FEVC-00005991	EMITIDO	2021-08-02 13:26:23"
"M-21-07-014	Cerrado	1	PUENTE SALINAS - Definitivo	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403657002	OC CREADA	1000.00		COBRA	Provias MTC	Referencia IP 20-0421500003	13/07/2021/	FEVC-00005996	EMITIDO	2021-08-02 13:26:01"
"M-21-07-015	Cerrado	1	PUENTE YONAN Definitivo	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403656968	OC CREADA	1000.00		COBRA	Provias MTC	Ref. IP 20-0421500004	13/07/2021/	FEVC-00005996	EMITIDO	2021-08-02 13:25:37"
"M-21-07-016	Cancelado	1	PUENTE MONTE NAZARIO Definitivo	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403657014	OC ANULADA			COBRA	Provias MTC	Ref.  IP 20-0421500006	13/07/2021/			"
"M-21-07-017	Cerrado	5	PUENTE LA MONICA y PUENTE NAZARIO - DEFINITIVOS	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403656994	OC CREADA	1000.00		COBRA	Provias MTC	Ref. 21-0421500007	13/07/2021/			2021-08-21 11:05:08"
"M-21-07-018	Certificado	1	CARRETERA LIMA CANTA	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403660513	OC CERTIFICADA	1236.82	5035094675	EZENTIS	CONSORCIO VIAL LIMA	CARTA 038 -800-2021 CVL DEL 13 DE ABRIL DEL 2	14/07/2021/			2021-09-07 11:49:33"
"M-21-07-019	Cerrado	7	ACTUALIZACION PUENTES LAMBAYEQUE EL PAVO - LA LECHE - CHELE	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403667337	OC CREADA	1000.00		COBRA	PROVIAS MTC	OFICIO 4195-2020-MTC	20/07/2021/	 FEVC 00007674 	EMITIDO	2021-08-21 11:04:32"
"M-21-07-020	Cerrado	8	ACTUALIZACION 05 PUENTES PONTONES EN LAMBAYEQUE 	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00005	P-0055-21-0256-00005-001	9403667369	OC CREADA	1000.00		COBRA	PROVIAS MTC	OFICIO 24912-2020 MTC	20/07/2021/	 FEVC 00007674 	EMITIDO	2021-08-16 13:55:26"
"M-21-08-021	Cancelado	1	AV. METROPOLITANA - COMAS - TRAMO AV. UNIVERSITARIA - VIA EXPRESA CANTA CALLA0 	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403714766	OC ANULADA			COBRA	CONSORCIO GAV - A & A	CARTA n° 006-267-2021-CVG - CODIGO UNICO 2436	27/08/2021/			"
"M-21-08-022	Certificado	1	ADICIONAL - AMPLIACION DE AV LAS TORRES HUACHIPA  (IP Madre M-21-04-002)	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403714900	OC CERTIFICADA	9240.76	5035098614	LARI	MML	COOREO DE M VALDIVIA DEL 11-08-2021 12:15	20/08/2021/			2021-09-01 08:55:25"
"M-21-08-023	Certificado	3	PGRLM - INFRAESTRUCTURA VIAL Y PEATONAL DE LA AV SAN JOSE - SAN MARTIN DE PORRES -	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403714849	OC CERTIFICADA	1456.98	5035094425	EZENTIS	PGRLM	CARTA 044-2021-CDVQI EN REPRESENTACION DE PGR	31/08/2021/	FEVC-00008074	EMITIDO	2021-09-16 11:33:43"
"M-21-08-024	Cancelado	1	LUZ DEL SUR - SOTERRADO DE CABLES EN 04 TRAMOS - Av. LAS TORRES (ENTRE AV. La Quinta y ALT. CURVA DE AV. LA CAPITANA), LURUGANCHO  CHOSICA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-21-0678-00001	P-0055-21-0678-00001-001	9403714878	OC ANULADA			LARI	LUZ DEL SUR	CORREO	20/08/2021/			2021-09-16 11:33:22"
"M-21-08-025	Certificado	1	OVALO MONITOR - LA MOLINA - REUBICACION DE CABLES AEREOS - EMAPE	OBRA PUBLICA	EMAPE	SI	P-0055-21-0678-00001	P-0055-21-0678-00001-001	9403714649	OC CERTIFICADA	3425.47	5035212370	COBRA	EMAPE	CARTA 2653-202 -GESO	20/08/2021/	FEVC-00007975	EMITIDO	2021-09-13 07:44:23"
"M-21-08-026	Cerrado	2	AV. PRINCIPAL  y AV. BALAGUER - TRAMOS VARIOS - LURIGANCHO CHOSICA	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403718309	OC CREADA	5000.00		LARI	MML	N° 432-2021-MML/PGRLM-SMI	26/08/2021/			2021-10-11 15:35:14"
"M-21-08-027	Certificado	2	ACTUALIZACION DE  PPTO - AEROPUERTO DE IQUITOS	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403718343	OC CERTIFICADA	5994.67	5035094244	LARI	MTC	4474-2021-MTC_19.03_OFICIO	26/08/2021/			2021-11-09 17:06:13"
"M-21-09-012	Certificado	2	TERCERA ETAPA DE LA VIA METROPOLITANA - DESDE PASAJE TORRICO HASTA VARIANTE DE UCHUMAYO	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00003	P-0055-21-0256-00003-001	9403746723	OC CERTIFICADA	14318.04	5035204777	EZENTIS	MUNICIPALIDAD  DE AREQUIPA	CARTA  014 -2021 CONCEJO PROVINCIAL AREQUIPA	13/09/2021/			2021-10-02 10:23:07"
"M-21-09-013	Certificado	2	TRABAJOS ADICIONALES EN PANAMERICANA NORTE PROGRESIVA KM 628´+691 	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403754072	OC CERTIFICADA	25871.59	5035098607	COBRA	PROVIAS NACIONAL	OFICIO 25882 -2021-MTC	14/09/2021/	FEVC-00006836	EMITIDO	2021-09-28 09:40:16"
"M-21-09-014	Certificado	1	OBRA OBLIGATORIA IVD CANTA CALLAO CRUCE PN Y VIA EXPRESA CANTA CALLAO	OBRA PUBLICA	MUNICIPALIDADES	SI		
P-0055-20-0114-00003		
P-0055-20-0114-00003-001	9403754070	OC CERTIFICADA	27628.68	5035184440	EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA -000438-2021-MML-GPIP	15/09/2021/			2021-10-18 18:46:36"
"M-21-09-015	Cancelado	1	OBRAS PENDIENTES DE IP HIJA  20-0421400007 - IP MADRE M-20-10-001	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403775314	OC ANULADA			EZENTIS	PROVIAS	CORREO DE ELSA MEDINA DEL 24-09-2021 15:54 HO	24/09/2021/			"
"M-21-09-016	Cancelado	2	PENDIENTE DE OBRA - SANEAMIENTO DE OBRA PARADERO PN KM 15+200 PN - 20-0411000004	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403777654	OC ANULADA			EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CORREO DE ALONSO VER CARTA	24/09/2021/			"
"M-21-09-017	Certificado	2	2DA ADENDA - IMVERMET REHABILITACION DE LA AV. ARGENTINA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403777653	OC CERTIFICADA	2944.44	5035196722	COBRA	INVERMET	CORREO DE ALONSO	29/09/2021/	FEVC-00007711	EMITIDO	2021-10-06 09:20:00"
"M-21-09-018	Certificado	8	CUADRANTE AV MORALES DUARES-SANTA ROSA-ENRIQUE MEIGGS- CALLE TUPAC AMARU - CERCADO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403781685	OC CERTIFICADA	10156.96	5035201003	COBRA	INVERMET	CARTA 0679-2021-INVERMET GP	30/09/2021/			2022-01-18 10:59:09"
"M-21-09-019	Certificado	5	ACTUALIZACION DEL PROYECTO SULLABELLA - SULLANA Y BELLAVISTA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0678-00001	P-0055-21-0678-00001-001	9403781713	OC CERTIFICADA	59319.36	5035201002	LITEYCA	MINISTERIO DE VIVIENDA Y CONSTRUCCION	CARTA 013-2019 -SULLABELLA	30/09/2021/			2021-10-25 13:13:57"
"M-21-10-013	Certificado	3	AV PARINACOCHAS - LA VICTORIA 	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0678-00001	P-0055-21-0678-00001-001	9403781712	OC CERTIFICADA	42314.12	5035098605	LARI	INVERMET	CARTA 0901-2021-INVERMET-GP	01/10/2021/	FEVC-00008202	EMITIDO	2021-11-10 18:08:24"
"M-21-10-014	Certificado	19	OBRAS DEFINITIVAS - VARIANTE DE UCHUMAYO - TRAMO II AREQUIPA	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0678-00001	P-0055-21-0678-00001-001	9403788229	OC CERTIFICADA	15770.16	5035098651	DOMINION	GOBIERNO REGIONAL DE AREQUIPA	OFICIO 221-2021-GRA-SGEPI	06/10/2021/			2021-11-09 17:05:55"
"M-21-10-015	Certificado	2	AV LAS TORRES - TRAMO AV. CIRCUNVALACION -  AV. LA QUINTA - 1.99 Kms. REF - ( AV. CIRCUNVALACION Y PUENTE EL TUMI) 	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0678-00002	P-0055-21-0678-00002-001	9403811277	OC CERTIFICADA	22396.92	5035098654	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 619-2021-MML-PGRLM-SRI DEL 12 DE 12-10-	31/10/2021/	FEVC-00008072	EMITIDO	2021-11-03 09:15:58"
"M-21-10-016	Certificado	1	REUBICACION DE POSTES - CERCADO DE MOQUEGUA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403832131	OC CERTIFICADA	209.89	5035095830	EZENTIS	MUNICIPALIDAD PROVINCIAL MARISCAL NIETO	CARTA -012-2021-JGHB-RO-MPMN-MOQ	29/10/2021/			2021-11-09 17:00:50"
"M-21-10-017	Certificado	2	AA HH  1 DE OCTUBRE  CALLES INTERNAS - CERCADO DE LIMA  	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403832106	OC CERTIFICADA	7346.32	5035098615	COBRA	INVERMET	CARTA 973-2021 INVERMET -GP	29/10/2021/			2021-12-22 10:08:46"
"M-21-11-011	Certificado	3	CAMBIO Y REUBICACION DEL COLECTOR ELESPURU EN AV. ALCAZAR - RIMAC - CODIGO UNICO 2321941 (EX. COD. SNIP 56668)	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403840835	OC CERTIFICADA	9941.80	5035098612	EZENTIS	CONSORCIO URANO POR SEDAPAL	CARTA 049-2021-C - URANO	08/11/2021/	FEVC-0000000	EMITIDO	2021-12-10 12:55:28"
"M-21-11-012	Certificado	2	ZONA  PERIMETRAL DE AV. JOSE PARDO N° 216, 270, 274, - CALLE ATAHUALPA N°155, MIRAFLORES, LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403844958	OC CERTIFICADA	4032.19	5035094317	COBRA	FMT INGENIEROS	CARTA FMT-ING-0323/21 DEL 18 DE OCTUBRE DEL 2	09/11/2021/			2021-12-22 10:08:28"
"M-21-11-013	Certificado	4	ACTUALIZACION DE PROYECTO - AV PRINCIPAL Y BALAGUER 	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403844959	OC CERTIFICADA	55873.55	5035098606	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA - GRLM	CARTA 667-2021-MML-GRLM-SRI	09/11/2021/	FEVC-00008075	EMITIDO	2021-11-29 12:45:53"
"M-21-11-014	Certificado	2	AV. ARGENTINA, AV. ALFONSO UGARTE, JR. ENRIQUE MEIGGS Y JR. GARCIA VILLON  DEL CERCADO DE  LIMA - CUI 2452157.	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403851713	OC CERTIFICADA	1648.89	5035196351	EZENTIS	INVERMET	CARTA-000696-2021-GP.pdf	15/11/2021/	FEVC-00008277 	EMITIDO	2021-12-09 10:11:48"
"M-21-11-015	Cancelado	1	CANALIZADO ADICIONAL DEL AEROPUERTO CHICLAYO	OBRA PUBLICA	MTC	SI				SIN SOLICITUD OC	7500.00		COBRA	MTC	VARIAS	26/11/2021/			"
"M-21-11-016	Certificado	2	AV. UNIVERSITARIA TRAMO AV. MANUEL PRADO - AV PERIURBANA - CARABAYLLO -	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403886056	OC CERTIFICADA	3647.22	5035094377	EZENTIS	INVERMET	CARTA 1351-2021 INVERMET 	30/11/2021/			2021-12-23 11:43:32"
"M-21-12-010	Certificado	1	AV VICTOR RAUL HAYA DE LA TORRE - SMP	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403902170	OC CERTIFICADA	330.27	5035095747	EZENTIS	INVERMET	CARTA N° 001440-2021-INVERMET-GP	13/12/2021/			2022-01-06 11:58:26"
"M-21-12-011	Certificado	1	AV UNION EN PUEBLO NUEVO - CHINCHA - ICA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403902137	OC CERTIFICADA	1453.37	5035094415	DOMINION	CONSOCIO VIA C&C	CARTA 215 - 2021-CVC&C -RC	13/12/2021/			2021-12-31 07:34:18"
"M-21-12-012	Cancelado	3	PUENTES QUINONES - CREADO POR LUIS CABRAL	OBRA PUBLICA	EMAPE	SI				SIN SOLICITUD OC	94704.00		COBRA	Emape	5362-2018-MML	16/10/2018/			"
"M-21-12-013	Cancelado	1	LOS TELARES - CREADO POR LUIS CABRAL	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI				SIN SOLICITUD OC	6000.00		LARI	Consorcio Privados	AOO1-2018 Andes	11/07/2018/			"
"M-21-12-014	Cancelado	1	TOKYO - CREADO POR LUIS CABRAL	OBRA PUBLICA	MTC	SI				SIN SOLICITUD OC	4000.00		LARI	MTC	A008-F	22/01/2019/			"
"M-21-12-015	Cancelado	1	LOS CISNES - CREADO POR LUIS CABRAL	OBRA PUBLICA	EMAPE	SI				SIN SOLICITUD OC	99591.00		LARI	Emape	PGRLM-2017	23/08/2017/			"
"M-21-12-016	Certificado	3	PUENTE JUANA RIOS Y ACCESOS - CP JUANA RIOS , CHONGOYAPE - CHICLAYO - LAMBAYEQUE	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403916332	OC CERTIFICADA	4005.96	5035094272	COBRA	CUMBRA INGENIERIA	Carta Nº 181964-2021- CGL-077	14/12/2021/			2021-12-28 10:44:23"
"M-21-12-017	Cancelado	1	CONSTRUCCION DEL PASO A DESNIVEL DE LA AV VICTOR LARCO HERRERA - TRUJILLO 	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-22-0026-00028	P-0055-22-0026-00028-001	9403916331	OC ANULADA	30000.00		COBRA	PROVIAS NACIONAL	OFIC.N° 33813	14/12/2021/			2022-02-10 11:24:51"
"M-21-12-018	Certificado	2	METROPOLITANO - CHIMPU OCLLO	OBRA PUBLICA	EMAPE	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403916445	OC CERTIFICADA	3546.03	5035196350	EZENTIS	EMAPE	SIN CARTA - CORREO DE MIGUEL VALDIVIA	17/12/2021/	FEVC-00008261  	EMITIDO	2021-12-31 07:33:36"
"M-21-12-019	Certificado	1	AV. SOL DE NARANJAL, TRAMO AV. CANTA CALLAO, AV. PARAMONGA, EN EL DISTRITO DE SAN MARTIN DE PORRES LIMA-LIMA, CUI Nº2379183?	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00004	P-0055-21-0256-00004-001	9403916553	OC CERTIFICADA	464.58	5035095726	EZENTIS	INVERMET	CARTA-001018-2021- INVERMET - GP.pdf	17/12/2021/			2022-01-06 11:58:48"
"M-22-01-000	Cancelado	1	ACTUALIZACION Y AMPLIACION DE REUBICACION DE POSTES LUCUMO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO				SIN SOLICITUD OC			LARI	REBECSA	CARTA 409-2021- REBECSA	05/01/2022/			"
"M-22-02-011	Cancelado	1	OP02-2022 - AVENIDAS JESUS, KENNEDY, LOS INCAS Y LAS CALLES MARIA NIEVES LONDRES Y 30 DE AGOSTO AREQUIPA	OBRA PUBLICA	MUNICIPALIDADES	SI				SIN SOLICITUD OC	10000.00		EZENTIS	MUNICIPALIDAD PROVINCIAL DE AREQUIPA - CONSORCIO MODERNA 	CARTA N° 013-2022- C.A.MRQL	07/02/2022/			"
"M-22-02-012	Certificado	2	OP04-2022 - AV. LEONCIO PRADO - TRAMO AV. LOS INCAS y VA EVITAMIENTO - DISTRITO DE CHILCA - HUANCAYO - JUNÍN	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0026-00026	P-0055-22-0026-00026-001	9404008977	OC CERTIFICADA	2081.19	5036181762	LARI	GOBIERNO REGIONAL DE JUNIN	OFICIO 10 -2022-GRJ-GRI.pdf	07/02/2022/	FEVC-00008377,FEVC-00008378,FEVC-00008379	EMITIDO	2022-03-04 08:10:00"
"M-22-02-013	Certificado	13	OP05-2022 - INTERCAMBIO VIAL  BUJAMA DE LA RED VIAL 06 TRAMO PUENTE BUJAMA  CERRO AZUL - ICA P SUR	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-22-0297-00001	P-0055-22-0297-00001-001	9404040280	OC CERTIFICADA	34283.01	5037016729	DOMINION	PROVIAS NACIONAL	OFICIO N 594-2022-MTC-20.11.	07/02/2022/	FEVC-00009089	EMITIDO	2022-07-08 18:43:02"
"M-22-02-014	Certificado	7	OP06-2022 - AAHH HERMANOS CARCAMO I ETAPA - PAITA - PIURA 	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0295-00001	P-0055-22-0295-00001-001	9404043935	OC CERTIFICADA	994.54	5036181405	COBRA	CONSORCIO GUADALUPE	CARTA 004- 2022 DEL 26 DE ENERO - CONSORCIO G	01/03/2022/			2022-04-11 11:53:27"
"M-22-02-015	Certificado	1	OP07-2022 - ZONA MONUMENTAL DE IQUITOS	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0296-00001	P-0055-22-0296-00001-001	9404043965	OC CERTIFICADA	14606.60	5036399888	LARI	GOBIERNO REGIONAL DE LORETO	CARTA (M)N°0014-2022- CORSORCIO SUPERVISOR MO	07/02/2022/			2022-04-20 19:29:58"
"M-22-02-016	Certificado	1	RE - DISENO FEB 2022 - AEROPUERTO DE PIURA	OBRA PUBLICA	MTC	NO	P-0055-22-0026-00023	P-0055-22-0026-00023-001	9404009005	OC CERTIFICADA	25006.07	5036450729	COBRA	MTC	OF - 050-2022 MTC - 19.3 - AEROPUERTO DE PIUR	08/02/2022/			2022-05-16 10:33:07"
"M-22-02-017	Cancelado	1	RE-DISENO FEB 2022 - AEROPUERTO DE CHACHAPOYAS	OBRA PUBLICA	MTC	NO	P-0055-22-0289-00001	P-0055-22-0289-00001-001	9404024392	OC ANULADA			COBRA	MTC	8070-2021-MTC_19.03_OFICIO.pdf	08/02/2022/			"
