"ITEMPLAN MADRE	NOMBRE	PROYECTO	SUB PROYECTO	PRIORIDAD	SOLICITUD	TIPO SOLICITUD	PEP	MONTO	ESTADO SOLICITUD	FECHA CREACION	FECHA VALIDACION	ESTADO FIRMA	ORDEN DE COMPRA	#CERTI.	EECC	ENCARGADO	NUMERO DE CARTA	FECHA DE RECEPCION	ESTADO ITEM MADRE"
"M-22-07-022	INTERCAMBIO VIAL BICENTENARIO - SIN PUENTE JESUS.	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-07-00056	CREACION OC	P-0055-22-0798-00001	15,000.00	ATENDIDO	2022-07-21 16:39:01	2022-07-22 15:07:40		9404268054		DOMINION	CONSORCIO AREQUIPA MODERNA - MUNICIPALIDAD PROVINCIAL DE AREQUIPA	CARTA_N°_013-2022-_C_A_MRQL	2022/07/07	Certificado"
"M-22-07-022	INTERCAMBIO VIAL BICENTENARIO - SIN PUENTE JESUS.	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-08-00026	EDICION OC	P-0055-22-0798-00001	20,193.47	ATENDIDO	2022-08-17 10:19:58	2022-08-23 17:50:09		9404268054		DOMINION	CONSORCIO AREQUIPA MODERNA - MUNICIPALIDAD PROVINCIAL DE AREQUIPA	CARTA_N°_013-2022-_C_A_MRQL	2022/07/07	Certificado"
"M-22-07-022	INTERCAMBIO VIAL BICENTENARIO - SIN PUENTE JESUS.	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-08-00027	CERTIFICACION OC	P-0055-22-0798-00001	20,193.47	ATENDIDO	2022-08-24 21:41:33	2022-09-02 15:48:06	ATENDIDO GERENTE	9404268054	5037016782	DOMINION	CONSORCIO AREQUIPA MODERNA - MUNICIPALIDAD PROVINCIAL DE AREQUIPA	CARTA_N°_013-2022-_C_A_MRQL	2022/07/07	Certificado"
"M-22-07-021	OBRA 24 DE JUNIO HUANTA	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2022-07-00057	CREACION OC	P-0055-22-0797-00001	15,000.00	ATENDIDO	2022-07-21 16:39:01	2022-07-22 15:27:34		9404268024		LARI	MUNICIPALIDAD PROVINCIAL DE HUANTA	CARTA 076-2022 MPH-GM 15-06-2022.pdf	2022/07/06	Certificado"
"M-22-07-021	OBRA 24 DE JUNIO HUANTA	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2022-08-00041	EDICION OC	P-0055-22-0797-00001	1,464.94	ATENDIDO	2022-08-25 15:34:11	2022-09-02 15:29:50		9404268024		LARI	MUNICIPALIDAD PROVINCIAL DE HUANTA	CARTA 076-2022 MPH-GM 15-06-2022.pdf	2022/07/06	Certificado"
"M-22-07-021	OBRA 24 DE JUNIO HUANTA	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2022-08-00042	CERTIFICACION OC	P-0055-22-0797-00001	1,464.94	ATENDIDO	2022-09-16 18:23:55	2022-09-20 11:00:22	ATENDIDO GERENTE	9404268024	5037245239	LARI	MUNICIPALIDAD PROVINCIAL DE HUANTA	CARTA 076-2022 MPH-GM 15-06-2022.pdf	2022/07/06	Certificado"
"M-22-06-044	AEROPUERTO JULIACA	OBRA PUBLICA	MTC	NO	OP-2022-07-00008	CREACION OC	P-0055-22-0801-00001	15,000.00	ATENDIDO	2022-07-07 13:25:50	2022-07-20 11:44:24		9404262135		COMFICA	MTC	Oficio 1162-2022-MTC_19.03	2022/06/23	Cancelado"
"M-22-06-044	AEROPUERTO JULIACA	OBRA PUBLICA	MTC	NO	OP-2022-08-00034	ANULACION POS. OC	P-0055-22-0801-00001	15,000.00	ATENDIDO	2022-08-22 09:32:09	2022-08-22 20:05:58		9404262135		COMFICA	MTC	Oficio 1162-2022-MTC_19.03	2022/06/23	Cancelado"
"M-22-06-043	LEONCIO PRADO: HUANCAVELICA-LOS INCAS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-07-00007	CREACION OC	P-0055-22-0800-00001	15,000.00	ATENDIDO	2022-07-07 13:25:50	2022-07-20 11:51:49		9404262160		LARI	CONSORCIO ENCORNS	CARTA 138-2022-C-ERCONS - GG-AYA.	2022/06/23	Cancelado"
"M-22-06-043	LEONCIO PRADO: HUANCAVELICA-LOS INCAS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-08-00018	ANULACION POS. OC	P-0055-22-0800-00001	15,000.00	ATENDIDO	2022-08-12 11:56:08	2022-08-18 09:07:27		9404262160		LARI	CONSORCIO ENCORNS	CARTA 138-2022-C-ERCONS - GG-AYA.	2022/06/23	Cancelado"
"M-22-06-042	OBRA VILLA LOS ANGELES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00068	CREACION OC	P-0055-22-0781-00001	15,000.00	ATENDIDO	2022-06-27 17:56:15	2022-07-01 17:18:08		9404230447		DOMINION	MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO	CARTA 001-2022-EAUH-RO-SOP-GIP-GM-MPMN	2022/06/13	Certificado"
"M-22-06-042	OBRA VILLA LOS ANGELES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-08-00032	EDICION OC	P-0055-22-0781-00001	869.14	ATENDIDO	2022-08-19 12:48:40	2022-08-23 17:49:53		9404230447		DOMINION	MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO	CARTA 001-2022-EAUH-RO-SOP-GIP-GM-MPMN	2022/06/13	Certificado"
"M-22-06-042	OBRA VILLA LOS ANGELES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-08-00033	CERTIFICACION OC	P-0055-22-0781-00001	869.14	ATENDIDO	2022-08-24 21:41:33	2022-09-02 15:47:53	ATENDIDO GERENTE	9404230447	5037013620	DOMINION	MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO	CARTA 001-2022-EAUH-RO-SOP-GIP-GM-MPMN	2022/06/13	Certificado"
"M-22-06-041	OBRA JOSE PARDO - ATAHUALPA - MIRAFLORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-06-00067	CREACION OC	P-0055-22-0759-00001	15,000.00	ATENDIDO	2022-06-22 20:26:13	2022-06-30 16:44:07		9404222990		COBRA	FMT INGENIEROS	CARTA FMT-ING-0323-21 - SOLICITUD DE SOTERRAM	2022/06/10	Certificado"
"M-22-06-041	OBRA JOSE PARDO - ATAHUALPA - MIRAFLORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-08-00012	EDICION OC	P-0055-22-0759-00001	6,950.26	ATENDIDO	2022-08-08 15:09:09	2022-08-12 14:56:52		9404222990		COBRA	FMT INGENIEROS	CARTA FMT-ING-0323-21 - SOLICITUD DE SOTERRAM	2022/06/10	Certificado"
"M-22-06-041	OBRA JOSE PARDO - ATAHUALPA - MIRAFLORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-08-00013	CERTIFICACION OC	P-0055-22-0759-00001	6,950.26	ATENDIDO	2022-08-17 10:01:05	2022-08-22 20:09:59	ATENDIDO GERENTE	9404222990	5036944939	COBRA	FMT INGENIEROS	CARTA FMT-ING-0323-21 - SOLICITUD DE SOTERRAM	2022/06/10	Certificado"
"M-22-06-040	LAGO YARINACOCHA - PUCALLPA - UCAYALI	OBRA PUBLICA	COPESCO	NO	OP-2022-06-00066	CREACION OC	P-0055-22-0758-00001	15,000.00	ATENDIDO	2022-06-22 20:26:13	2022-06-30 16:46:52		9404222974		LARI	COPESCO	OFICIO N°0256 - 2022 - MINCETUR_DM_COPESCO-DE	2022/06/10	Certificado"
"M-22-06-040	LAGO YARINACOCHA - PUCALLPA - UCAYALI	OBRA PUBLICA	COPESCO	NO	OP-2022-08-00016	EDICION OC	P-0055-22-0758-00001	15,308.31	ATENDIDO	2022-08-11 13:37:03	2022-08-23 17:49:35		9404222974		LARI	COPESCO	OFICIO N°0256 - 2022 - MINCETUR_DM_COPESCO-DE	2022/06/10	Certificado"
"M-22-06-040	LAGO YARINACOCHA - PUCALLPA - UCAYALI	OBRA PUBLICA	COPESCO	NO	OP-2022-08-00017	CERTIFICACION OC	P-0055-22-0758-00001	15,308.31	ATENDIDO	2022-08-24 21:41:33	2022-09-02 15:47:39	ATENDIDO GERENTE	9404222974	5037016732	LARI	COPESCO	OFICIO N°0256 - 2022 - MINCETUR_DM_COPESCO-DE	2022/06/10	Certificado"
"M-22-06-039	AV. JORGE CHAVEZ-PAITA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-06-00018	CREACION OC	P-0055-22-0756-00001	15,000.00	ATENDIDO	2022-06-10 17:11:45	2022-06-17 09:18:47		9404204738		COBRA	CONSORCIO LAS MERCEDES	CARTA N° 028-2022/CLM	2022/06/10	Certificado"
"M-22-06-039	AV. JORGE CHAVEZ-PAITA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-07-00074	EDICION OC	P-0055-22-0756-00001	2,609.35	ATENDIDO	2022-07-31 07:41:22	2022-08-03 15:49:50		9404204738		COBRA	CONSORCIO LAS MERCEDES	CARTA N° 028-2022/CLM	2022/06/10	Certificado"
"M-22-06-039	AV. JORGE CHAVEZ-PAITA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-07-00075	CERTIFICACION OC	P-0055-22-0756-00001	2,609.35	ATENDIDO	2022-08-17 10:01:05	2022-08-22 20:09:39	ATENDIDO GERENTE	9404204738	5036931088	COBRA	CONSORCIO LAS MERCEDES	CARTA N° 028-2022/CLM	2022/06/10	Certificado"
"M-22-06-038	OBRA ADICIONAL - VIA EXPRESA CUSCO	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	OP-2022-07-00071	CREACION OC	P-0055-22-0859-00001	15,000.00	ATENDIDO	2022-07-22 10:05:34	2022-07-22 14:45:25		9404268051		COMFICA	COPESCO	SIN CARTA - REGISTRADO EN EL COMPARTIDO 	2022/06/07	Cancelado"
"M-22-06-038	OBRA ADICIONAL - VIA EXPRESA CUSCO	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	OP-2022-08-00047	ANULACION POS. OC	P-0055-22-0859-00001	15,000.00	ATENDIDO	2022-08-31 15:21:00	2022-09-13 14:01:27		9404268051		COMFICA	COPESCO	SIN CARTA - REGISTRADO EN EL COMPARTIDO 	2022/06/07	Cancelado"
"M-22-06-037	OBRAS Jr. Tarma - Tramo Av. Guzman Blanco y Jr. Washington - Cercado de Lima  -  Alcantarillado - Estación Central E13	OBRA PUBLICA	ATU	NO	OP-2022-06-00017	CREACION OC	P-0055-22-0745-00001	15,000.00	ATENDIDO	2022-06-10 13:34:57	2022-06-17 09:22:43		9404204813		COBRA	ATU - SEDAPAL  - H&M	CARTA N° 01 SST.HM-ME-G.	2022/06/06	Certificado"
"M-22-06-037	OBRAS Jr. Tarma - Tramo Av. Guzman Blanco y Jr. Washington - Cercado de Lima  -  Alcantarillado - Estación Central E13	OBRA PUBLICA	ATU	NO	OP-2022-07-00003	EDICION OC	P-0055-22-0745-00001	98,071.22	ATENDIDO	2022-07-05 14:42:51	2022-07-19 13:01:41		9404204813		COBRA	ATU - SEDAPAL  - H&M	CARTA N° 01 SST.HM-ME-G.	2022/06/06	Certificado"
"M-22-06-037	OBRAS Jr. Tarma - Tramo Av. Guzman Blanco y Jr. Washington - Cercado de Lima  -  Alcantarillado - Estación Central E13	OBRA PUBLICA	ATU	NO	OP-2022-07-00004	CERTIFICACION OC	P-0055-22-0745-00001	98,071.22	ATENDIDO	2022-07-20 12:48:36	2022-07-20 18:21:48	ATENDIDO GERENTE	9404204813	5036661791	COBRA	ATU - SEDAPAL  - H&M	CARTA N° 01 SST.HM-ME-G.	2022/06/06	Certificado"
"M-22-06-036	AV. REVOLUCION 2 - TRAMO AV. TUPAC AMARU Y AV. JULIO C. TELLO - COMAS - COLLIQUE 03	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00016	CREACION OC	P-0055-22-0744-00001	15,000.00	ATENDIDO	2022-06-10 13:34:57	2022-06-17 09:40:02		9404204830		COBRA	MML - PGRLM	CARTA 163 - SRI.	2022/06/06	Certificado"
"M-22-06-036	AV. REVOLUCION 2 - TRAMO AV. TUPAC AMARU Y AV. JULIO C. TELLO - COMAS - COLLIQUE 03	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00005	EDICION OC	P-0055-22-0744-00001	20,747.01	ATENDIDO	2022-07-05 14:43:10	2022-07-19 13:01:31		9404204830		COBRA	MML - PGRLM	CARTA 163 - SRI.	2022/06/06	Certificado"
"M-22-06-036	AV. REVOLUCION 2 - TRAMO AV. TUPAC AMARU Y AV. JULIO C. TELLO - COMAS - COLLIQUE 03	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00006	CERTIFICACION OC	P-0055-22-0744-00001	20,747.01	ATENDIDO	2022-07-20 12:48:36	2022-07-20 18:21:36	ATENDIDO GERENTE	9404204830	5036661795	COBRA	MML - PGRLM	CARTA 163 - SRI.	2022/06/06	Certificado"
"M-22-06-035	OBRA MARIA TOLEDO - CONCEPCIÓN	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00015	CREACION OC	P-0055-22-0748-00001	15,000.00	ATENDIDO	2022-06-10 13:34:57	2022-06-23 18:07:49		9404210532		DOMINION	MUNICIPALIDAD PROVINCIAAL DE CONCEPCION	OFICIO N°245-2022-A-MPC.	2022/06/01	Certificado"
"M-22-06-035	OBRA MARIA TOLEDO - CONCEPCIÓN	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00048	EDICION OC	P-0055-22-0748-00001	734.27	ATENDIDO	2022-07-14 10:45:18	2022-07-19 12:39:16		9404210532		DOMINION	MUNICIPALIDAD PROVINCIAAL DE CONCEPCION	OFICIO N°245-2022-A-MPC.	2022/06/01	Certificado"
"M-22-06-035	OBRA MARIA TOLEDO - CONCEPCIÓN	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00049	CERTIFICACION OC	P-0055-22-0748-00001	734.27	ATENDIDO	2022-07-20 12:48:36	2022-07-20 18:21:21	ATENDIDO GERENTE	9404210532	5036661570	DOMINION	MUNICIPALIDAD PROVINCIAAL DE CONCEPCION	OFICIO N°245-2022-A-MPC.	2022/06/01	Certificado"
"M-22-06-034	PUENTE JOSE PARDO Y RIO LACRAMARCA	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-06-00014	CREACION OC	P-0055-22-0747-00001	15,000.00	ATENDIDO	2022-06-10 13:34:57	2022-06-23 18:10:39		9404210571		LITEYCA	AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS	CARTA N°00138-2022-ARCC-DE-DSI[R]	2022/06/01	Certificado"
"M-22-06-034	PUENTE JOSE PARDO Y RIO LACRAMARCA	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-07-00013	EDICION OC	P-0055-22-0747-00001	28,561.79	ATENDIDO	2022-07-12 14:36:57	2022-07-20 19:07:19		9404210571		LITEYCA	AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS	CARTA N°00138-2022-ARCC-DE-DSI[R]	2022/06/01	Certificado"
"M-22-06-034	PUENTE JOSE PARDO Y RIO LACRAMARCA	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-07-00014	CERTIFICACION OC	P-0055-22-0747-00001	28,561.79	ATENDIDO	2022-07-22 10:11:45	2022-08-22 20:09:12	ATENDIDO GERENTE	9404210571	5036944901	LITEYCA	AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS	CARTA N°00138-2022-ARCC-DE-DSI[R]	2022/06/01	Certificado"
"M-22-06-033	TRAMO 5 - IIRSA SUR - AREQUIPA - YURA - OBRAS PROVISIONALES + M-22-08-035	OBRA PUBLICA	MTC	NO	OP-2022-06-00004	CREACION OC	P-0055-22-0717-00001	15,000.00	ATENDIDO	2022-06-06 11:21:30	2022-06-14 13:29:10		9404198288		DOMINION	MTC	2941-2022-MTC_19.03_TELEFONICA.pdf	2022/06/01	Certificado"
"M-22-06-033	TRAMO 5 - IIRSA SUR - AREQUIPA - YURA - OBRAS PROVISIONALES + M-22-08-035	OBRA PUBLICA	MTC	NO	OP-2022-08-00028	EDICION OC	P-0055-22-0717-00001	2,907.88	ATENDIDO	2022-08-17 10:20:20	2022-08-18 09:21:52		9404198288		DOMINION	MTC	2941-2022-MTC_19.03_TELEFONICA.pdf	2022/06/01	Certificado"
"M-22-06-033	TRAMO 5 - IIRSA SUR - AREQUIPA - YURA - OBRAS PROVISIONALES + M-22-08-035	OBRA PUBLICA	MTC	NO	OP-2022-08-00029	CERTIFICACION OC	P-0055-22-0717-00001	2,907.88	ATENDIDO	2022-08-23 10:07:31	2022-08-25 11:56:32	ATENDIDO GERENTE	9404198288	5036988472	DOMINION	MTC	2941-2022-MTC_19.03_TELEFONICA.pdf	2022/06/01	Certificado"
"M-22-06-032	ADICIONAL - OBRA PRIMERO DE OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00003	CREACION OC	P-0055-22-0718-00001	15,000.00	ATENDIDO	2022-06-06 11:21:30	2022-06-14 13:32:19		9404198324		COBRA	INVERMET	CORREO DE INVERMET A MIGUEL VALDIVIA	2022/06/01	Certificado"
"M-22-06-032	ADICIONAL - OBRA PRIMERO DE OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00069	EDICION OC	P-0055-22-0718-00001	159.79	ATENDIDO	2022-06-27 18:03:36	2022-06-30 16:33:48		9404198324		COBRA	INVERMET	CORREO DE INVERMET A MIGUEL VALDIVIA	2022/06/01	Certificado"
"M-22-06-032	ADICIONAL - OBRA PRIMERO DE OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00070	CERTIFICACION OC	P-0055-22-0718-00001	159.79	ATENDIDO	2022-07-15 21:08:23	2022-07-19 13:06:20	ATENDIDO GERENTE	9404198324	5036617957	COBRA	INVERMET	CORREO DE INVERMET A MIGUEL VALDIVIA	2022/06/01	Certificado"
"M-22-06-031	DEFENSAS RIBERENAS TUMBES - RÍO TUMBES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-06-00002	CREACION OC	P-0055-22-0716-00001	15,000.00	ATENDIDO	2022-06-06 11:21:30	2022-06-14 13:36:02		9404198276		LITEYCA	AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	0000/00/00	Cancelado"
"M-22-06-031	DEFENSAS RIBERENAS TUMBES - RÍO TUMBES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-08-00001	ANULACION POS. OC	P-0055-22-0716-00001	15,000.00	ATENDIDO	2022-08-03 19:45:29	2022-08-18 09:06:24		9404198276		LITEYCA	AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	0000/00/00	Cancelado"
"M-22-06-030	DEFENSAS RIBERENAS TUMBES - QUEBRADA CORRALES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-06-00001	CREACION OC	P-0055-22-0715-00001	15,000.00	ATENDIDO	2022-06-06 11:21:30	2022-06-14 13:43:23		9404198330		LITEYCA	AUTORIDAD DE RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	2022/06/01	Certificado"
"M-22-06-030	DEFENSAS RIBERENAS TUMBES - QUEBRADA CORRALES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-07-00076	EDICION OC	P-0055-22-0715-00001	3,138.43	ATENDIDO	2022-07-31 07:45:27	2022-08-03 15:49:36		9404198330		LITEYCA	AUTORIDAD DE RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	2022/06/01	Certificado"
"M-22-06-030	DEFENSAS RIBERENAS TUMBES - QUEBRADA CORRALES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	OP-2022-07-00077	CERTIFICACION OC	P-0055-22-0715-00001	3,138.43	ATENDIDO	2022-08-17 10:01:05	2022-08-22 20:08:59	ATENDIDO GERENTE	9404198330	5036931186	LITEYCA	AUTORIDAD DE RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	2022/06/01	Certificado"
"M-22-05-017	PARINACOCHAS - ADICIONAL CAMARAS	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00013	CREACION OC	P-0055-22-0746-00001	15,000.00	ATENDIDO	2022-06-10 13:34:57	2022-06-23 18:13:04		9404210553		LARI	INVERMET	CARTA-001471-2022- INVERMET - GP.pdf	2022/05/31	Certificado"
"M-22-05-017	PARINACOCHAS - ADICIONAL CAMARAS	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00001	EDICION OC	P-0055-22-0746-00001	1,840.77	ATENDIDO	2022-07-02 07:49:07	2022-07-05 13:05:30		9404210553		LARI	INVERMET	CARTA-001471-2022- INVERMET - GP.pdf	2022/05/31	Certificado"
"M-22-05-017	PARINACOCHAS - ADICIONAL CAMARAS	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00002	CERTIFICACION OC	P-0055-22-0746-00001	1,840.77	ATENDIDO	2022-07-15 21:08:23	2022-07-19 13:05:59	ATENDIDO GERENTE	9404210553	5036617969	LARI	INVERMET	CARTA-001471-2022- INVERMET - GP.pdf	2022/05/31	Certificado"
"M-22-05-015	PUENTE HUAYCOLORO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-05-00085	CREACION OC	P-0055-22-0650-00001	15,000.00	ATENDIDO	2022-05-24 17:06:18	2022-05-30 11:43:15		9404172387		LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 094-2022- MML/PGRLM-SRI 	2022/05/23	Certificado"
"M-22-05-015	PUENTE HUAYCOLORO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00011	EDICION OC	P-0055-22-0650-00001	1,948.36	ATENDIDO	2022-07-11 12:59:53	2022-07-19 12:39:04		9404172387		LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 094-2022- MML/PGRLM-SRI 	2022/05/23	Certificado"
"M-22-05-015	PUENTE HUAYCOLORO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-07-00012	CERTIFICACION OC	P-0055-22-0650-00001	1,948.36	ATENDIDO	2022-07-20 12:48:36	2022-07-20 18:21:04	ATENDIDO GERENTE	9404172387	5036661018	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 094-2022- MML/PGRLM-SRI 	2022/05/23	Certificado"
"M-22-05-014	PARQUE JUSTINO RAMIREZ	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	OP-2022-05-00084	CREACION OC	P-0055-22-0651-00001	15,000.00	ATENDIDO	2022-05-23 19:43:48	2022-05-30 12:06:03		9404172421		COBRA	GOBIERNO REGIONAL DE PIURA	Oficio-174-2022 - GRP - 440330.	2022/05/05	Certificado"
"M-22-05-014	PARQUE JUSTINO RAMIREZ	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	OP-2022-07-00050	EDICION OC	P-0055-22-0651-00001	2,896.52	ATENDIDO	2022-07-15 20:19:56	2022-07-19 12:38:50		9404172421		COBRA	GOBIERNO REGIONAL DE PIURA	Oficio-174-2022 - GRP - 440330.	2022/05/05	Certificado"
"M-22-05-014	PARQUE JUSTINO RAMIREZ	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	OP-2022-07-00051	CERTIFICACION OC	P-0055-22-0651-00001	2,896.52	ATENDIDO	2022-07-20 12:48:36	2022-07-20 18:20:49	ATENDIDO GERENTE	9404172421	5036661518	COBRA	GOBIERNO REGIONAL DE PIURA	Oficio-174-2022 - GRP - 440330.	2022/05/05	Certificado"
"M-22-05-013	REUBICACIÓN DE POSTES-PUEBLO NUEVO, CUTERVO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-05-00034	CREACION OC	P-0055-22-0623-00001	15,000.00	ATENDIDO	2022-05-06 20:26:39	2022-05-09 13:03:15		9404142552		COBRA	?CONSORCIO CUTERVO? ING. JULIO CÉSAR ACUÑA DÍAZ REPRESENTANTE COMÚN	Carta 027-2022_Telefónica del Perú	2022/05/04	Certificado"
"M-22-05-013	REUBICACIÓN DE POSTES-PUEBLO NUEVO, CUTERVO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-06-00023	EDICION OC	P-0055-22-0623-00001	1,910.18	ATENDIDO	2022-06-15 15:00:21	2022-06-20 15:42:51		9404142552		COBRA	?CONSORCIO CUTERVO? ING. JULIO CÉSAR ACUÑA DÍAZ REPRESENTANTE COMÚN	Carta 027-2022_Telefónica del Perú	2022/05/04	Certificado"
"M-22-05-013	REUBICACIÓN DE POSTES-PUEBLO NUEVO, CUTERVO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2022-06-00024	CERTIFICACION OC	P-0055-22-0623-00001	1,910.18	ATENDIDO	2022-06-23 22:44:47	2022-07-01 11:39:35	ATENDIDO GERENTE	9404142552	5036448681	COBRA	?CONSORCIO CUTERVO? ING. JULIO CÉSAR ACUÑA DÍAZ REPRESENTANTE COMÚN	Carta 027-2022_Telefónica del Perú	2022/05/04	Certificado"
"M-22-04-027	UNIVERSITARIA-PERIURBANA-ACT. & COMPLEMENTO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-05-00033	CREACION OC	P-0055-22-0622-00001	15,000.00	ATENDIDO	2022-05-06 20:24:32	2022-05-09 13:06:37		9404142537		COBRA	INVERMET	CARTA-001351-2021- INVERMET - GP.pdf	2022/04/29	Certificado"
"M-22-04-027	UNIVERSITARIA-PERIURBANA-ACT. & COMPLEMENTO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00025	EDICION OC	P-0055-22-0622-00001	2,177.36	ATENDIDO	2022-05-20 07:41:11	2022-06-20 15:42:20		9404142537		COBRA	INVERMET	CARTA-001351-2021- INVERMET - GP.pdf	2022/04/29	Certificado"
"M-22-04-027	UNIVERSITARIA-PERIURBANA-ACT. & COMPLEMENTO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2022-06-00026	CERTIFICACION OC	P-0055-22-0622-00001	2,177.36	ATENDIDO	2022-06-23 22:44:47	2022-07-01 11:38:44	ATENDIDO GERENTE	9404142537	5036448750	COBRA	INVERMET	CARTA-001351-2021- INVERMET - GP.pdf	2022/04/29	Certificado"
"M-22-04-026	AEROPUERTO DE AYACUCHO	OBRA PUBLICA	MTC	NO	OP-2022-05-00016	CREACION OC	P-0055-22-0570-00001	15,000.00	ATENDIDO	2022-05-04 22:25:12	2022-05-09 12:57:30		9404140656		LARI	MINISTERIO DE TRANSPORTES Y COMUNICACIONES	CORREO DE MIGUEL VALDIVIA	2022/04/20	Certificado"
"M-22-04-026	AEROPUERTO DE AYACUCHO	OBRA PUBLICA	MTC	NO	OP-2022-06-00027	EDICION OC	P-0055-22-0570-00001	376.86	ATENDIDO	2022-06-08 14:48:31	2022-06-20 15:43:13		9404140656		LARI	MINISTERIO DE TRANSPORTES Y COMUNICACIONES	CORREO DE MIGUEL VALDIVIA	2022/04/20	Certificado"
"M-22-04-026	AEROPUERTO DE AYACUCHO	OBRA PUBLICA	MTC	NO	OP-2022-06-00028	CERTIFICACION OC	P-0055-22-0570-00001	376.86	ATENDIDO	2022-06-23 22:44:47	2022-07-01 11:38:26	ATENDIDO GERENTE	9404140656	5036448722	LARI	MINISTERIO DE TRANSPORTES Y COMUNICACIONES	CORREO DE MIGUEL VALDIVIA	2022/04/20	Certificado"
